,id,message,original,genre,related,request,offer,aid_related,medical_help,medical_products,search_and_rescue,security,military,child_alone,water,food,shelter,clothing,money,missing_people,refugees,death,other_aid,infrastructure_related,transport,buildings,electricity,tools,hospitals,shops,aid_centers,other_infrastructure,weather_related,floods,storm,fire,earthquake,cold,other_weather,direct_report
191,231,We are asking all United States agents to send money to Cap Haitian too,NAP MANDE TOUT A jAN LES ZETANIUS SE POU YOVOYE AJAN NANCAP HAICIEN TOU,direct,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
192,233,"hello my brother and my sister are in jan rabel we dont have anyone with us, if there is something we can do for the population we can do it because we are from port au prince",Bonjou frem avek sem yo non janrabel nou pagen pesonne kap pase avek nou si nou gen yon bagay nou kafe pou popilasyon nou met feli paske nou soti poto p,direct,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
193,234,"I am in the town of Jeremie in the Grand'Anse Department. My boyfriend died, I'm 8 months pregnant, I don't have any money. Whatever you can do for me will be a deliverance because 12 January",Nou gen anpil problem nan lziwa paske provizyon alimenti men wote nan pris li ak dyaman fok leta kouri dey moun sa yo,direct,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
194,235,"I am with the people in Delmas 33 Z Silo that hit in the head, please send help","Mwen gen yon moun nan Delmas 33 Zn Silo ki frape nan tet, tanpri voye yon kat fe m kado",direct,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
195,236,We are from leogane -st mathieu -we need food and water - and shelter because of the rain,Nou rete leyogan rout avni st matye nou bezwen manje dlo ak prela poun ka f kay poun rete paske seren ap fin manje nou svp,direct,1,1,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1
196,237,We just need to send this message to the Organization to support people because they are hungry. They need food and water.,"kontre jounen jodia sitou apre dram ki rive peyia nou voye mesaj sa pou nou mande Oganizasyon an sip pou nou ede moun ki nan grangou, yo pa gen dlo, manje",direct,1,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
197,238,"Good morning to the emergency relief people. We are in the Southern part of the country, area called Gabyon. People do not have food and water. Please we need help.",Bonjou ajan konsene nou yo nou gen nan depatman sid espesyalman sou teren gabyon moun yo pa gen mange menm dlo pou bwe tanpwi sove lavi yo souple mwen se fenol,direct,1,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
198,239,"Im Haitian my husband is alive in Port au Prince my husband lost his work our pay family parts which USA Im not thereas house still remains, my house crushed making something","Mwen se ayisien mari mwen ap viv pot au prince mari m pedi travay li nou pagen pys fanmi ki Etas uni m pa gen kay poum rete, kay mwen kraze fe yon bagay",direct,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
199,240,"Good evening, I hope you Keep La Tortue in mind because a lot of people are coming on the island that are wounded, they don't have clothes or food for these people.","Bonswa, mwen swete nou panse a La Tortue, paske gen anpil moun ki antre nan zile a blese, yo pa gen rad pou yo mete sou yo, sitou nouriti pou moun sa yo",direct,1,1,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
200,241,"We ARE in Port-Margot, in the Northern part of the Country. It is 2hrs driving from Cap-Haitian, We do not have anything to survive. We are dying, please help us.",Nou pa gen anyen pou nou viv kote nou ye la nou nan necessiti nou nan nord du cote de port margot nou bezwen de koi pou nou viv nap mouri ede nou jan no,direct,1,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
201,242,Thanks to our donors for all support.,"ap tre enpotan, mesi pou atansyon tout kolaborati ak distribiti nou yo.",direct,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202,243,"Please, what can you do for us. We do not have anything.","souple w sa na fe pou yo nan ed nap bay yo, mesi deja.",direct,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
203,244,"Cannot locate on map, not sure if in Port-au-Prince We need aid nan delma (?) 9 rue de cosquer 16",Nou bezouin aide nan delma 9 rue du cosquer  16,direct,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
204,245,We heard that they are giving things out. We didn't get anything to eat or drink. Please bring some aide to carrefour!,Nou tande yo bay thodat majistra taba manje pou pap taba li pa bay yo nou pa gen anyen pou n manje pa gen dlo pote nou sekou nan kafou klsin pa dey,direct,1,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
205,246,"My house is destroyed in Carrefour. My house is destroyed in Port-au-Prince. The money that the government gave me is lost. My children die, but I am not hurt. Please if you can help me protect the house. ...","Kay mwen kraze kafou dif kay mwen kraze potoprens, lajan leta kite nan menm pedi m gen timoun mouri men mwen pa blese si nou te ka fem fav bare kay kaf",direct,1,1,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1
206,247,(missing letter on first. probably t) My entire family would like you all to (obscured by symbol. probably do) do something for me because my livelihood is in Port au Prince,OUT FANMI MWEN MEN MWEN TA RENMEN NOU FE YON BAGAY POU MWEN PASQE PEN COTIDIEN MWEN SE POTOPRENS,direct,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
207,249,"people from st suzanne who were in port-au-prince, the students came, they didnt bring any clothes to wear, old students from soeur remembered them thanks soeur ade",Moune sainte suzanne ki te port au prince etidian yo yo vini yo pa pote menm rad pou yo mete ansyen elev lekol kay che soeur sonje yo mesi soeur ade,direct,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
208,250,"Good evening! Please, can you help me. Since the earthquake, I left Port-au-Prince, I wonder if you can give me a digicel card so that I can call my family ( parents )",Bonswa silvouple mwen ka edem nan ka sa a depi apre siklne sa a mwen sot pa o prenc mwen pakonn si nou ka fem kado yon kat digicel poum ka rele fanmi m,direct,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1
209,251,"We are AMACHU, a humanitarian organization working in Delmas 75. We need aid because so many people have no food or water.",Nou se AMACHU kise association moderne appliquee pour le combat humanitaire kap travay nan delma 75 nou bezwen ed pou moun yo paske yo pagen dlo. manje,direct,1,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
210,253,"Medicine and tent needed. We are counting on your assistance, because people are asking us to find this stuff for them. a hot plate of food per day. Thank you.",medikaman ak pwela pou yo pare soley. Nou konte sou asistans nou paske moun yo ap di nou fe demach pou yo paske nou te konn ba yo yon pla cho pajou mesi,direct,1,1,0,1,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
211,254,"Milk, protein, soap, juice, antibiotics, vitamins, sardines, hypotensives, anxiolytics, sleep aids, hypoglycemiants, antiflu, antitussives, anti-aney. .. ",", LAIT, PROTEINE, SAVON, JUS, ANTIBIOTIQUES, VITAMINES, SARDINES, HYPOTENSEURS, ANXIOLITIQUES, SOMNIFERES, HYPOGLYCEMIANTS, ANTIGRIPPAL, ANTI-TUSSIF, ANTI-ANE",direct,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
212,255,I thank you for all the good work you're doing in the country. There are a lot of dead people here and a lot of people coming from P-a-P who are here with us in L'Artibonite,"Mwen salue nou, pou bon tray nap fe nan pey a. Mwen gen anpil moune ki viktim bo kote mwen e anpil lot ki soti portauprince ki avek NOU NAN LATIBONITE",direct,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
213,256,"I need some medical equipment and food in the area of Fontamara, 43 Place. .. ?",I need some equipement medicals and foods in the area of fontamara 43 place,direct,1,1,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
214,258,The DDP committee wants to alert the emergency service that they have a lot of people who leave Port-au-Prince to go to TOrbeck - in the Sourthern part of the country. They are without food and money. They are dying for food.,komite a d d p l a ap fe sevis urgence lan konnen gen anpil moun ki vini nan sud nan direksyon torbeck bereaud sans largent sans mange moun yo nan anpil grangou,direct,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
215,259,Road off of 200/2 to south of central Leogane. Same road that goes to Sabouce ends at Deslandes. No GPS coordinates available from here.,"Deslandes ( LeoganeHaiti ) de puis le. 12 janv nous sommes prives de : logement, nouriture et eau potable. Nous vous prions de nous aider dans la mesure tout e",direct,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
216,260,"miques, antihitamines, diapers, folic acid, antifungus, vitamin C, feminine pads, vaginal solutions, klorox, disinfectants.. ","MIQUES, ANTI-ISTAMINIQUES, DIPERS, ACIDES FOLLIQUES, ANTIFONGITES, VITAMINE C, SERVIETTES HYGIENIQUES, SOLUTIONS VAGINALES, KLOROX, FAB, DESINFECTANTS, PAPI",direct,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
217,261,"Hygienic . .. , mobile toilets, batteries, generators, DLO? toiletries, clothes, linens, underwear. .. 289 women, 181 men","ERS HYGIENIQUES, TOILETTES MOBILES, BATTERIES, GROUPES ELECTROGENES, DLO, PRODUITS DE TOILETTE, VETEMENTS, LINGERIES, SOUS-VETEMENTS. .. 289 FEMMES, 181 HOMME",direct,1,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
218,262,"taking our case into consideration, movement of peasants ( cane ) from Deslands. .. . please advise",n prenant notre cas en consideration. Mouvement des paysans canne cotard de Delandes. ( M. P. C. D ).,direct,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
219,263,. .. i with limited means. Certain patients come from the capital.,t avec des moyens limites. Certains patients viennent de la Capital,direct,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
220,265,"We are in St. Nicholas hospital in Saint-Marc, we need water, food, medicine. And many people are leaving the capital to come into the city now, send help.","Nou nan lopital sen nikola senmak, nou bewen dlo, manje, medikaman. Epi anpil moun kite kapital la pou vini nan vil la, nou mande pou d yo vini nan vil la.",direct,1,1,0,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
221,266,"My friends I'm living in a difficult situation, I have family living in Paris I want to communicate with them because I need their help put a top up my phone ( incomplete, contextual educated guess ( mete ti kat pou mwen a please top up my phone )","( Mes amis map viv nan yon sitiyasyon ki vreman konplike, mwen gen fanmi mwen kap viv a paris mwen vle kominike avek yo, paske mwen bezwen ed yo mete ti k",direct,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
222,267,We are the AFKA oragnisation in the city of Arcahaie. We have a lot of houses that have been damaged. We need help.,Nou se ganizasyon afla ki nan sant vil akay plis travay nan monn yo ki gen anpil kay ki kraze moun yo pa gen sekou nou bezwen ed pou nou al ede yo,direct,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
223,268,I am in Jean Rabel. I was hit in the stomach.,Mwen nan janrabel mwen te poto prans mwen fwape nan lestomak lap m,direct,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
224,269,"They have a lot of people in the Saint-Marc ( in the park ) who are NOT originally from St-Marc, they left Port-au-Prince and tried to escape the tragedy but they do not have anything. Please come and help them.",Genyen anpil moun ki pa moun saint marc yo sou plas grangou ap touye yo vinn ede yo sil vous plait,direct,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
225,271,I am a simple citizen who lives in the area of Mole Saint Nicolas. I (missing word. probably want) all Haitian and international leaders to know that in this area we also need (obscured by symbol. probably aid) too because (it's cut off from there).,Mwen yon senp sitwayen kap viv nan zone mole-saint-nicolas map tout otorite haitien tankou a letranje konnen ke nan zone sa a nou bezwen ed tou paske tou,direct,1,1,0,1,1,0,0,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
226,272,"There are about 500 to 600 of us in a temporary shelter in Grand Goave, every day more people are coming, we have a lot of problems like need for drinkable water, food, Medicine","Nou anviron 500 a 600 moun nan abri pwoviswa grangwav e chak jou moun yo ap vini plis toujou, nou gen anpil pwoblem tankou dlo potab, manje, medikaman,",direct,1,1,0,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
227,273,we are asking for shelter. we are asking for help please we can't take it anymore. Things have become too expansive and there is no money to buy any of it. We are in Grand Goave in Kanpion ( or Campion ) before. .. . ( the message is incomplete ),"lojman nou mande sekou souple paske nou pa kapab ank. paske tout bagay vinn che pa gen lajan pou nou achte anyen. Min adres nou grangwav, nan kanpion avan",direct,1,1,0,1,0,1,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
228,274,I don't even have clothes to wear.,unen ak anydmdn menm rad mwen pa gen pou metdmd.,direct,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
229,275,"The reponsable authorities please, I have a broken leg, I lost evrything I do not have a home to stay, no money no food",Otorite reskonsab pyem kase tout afm pedi mwen pagen kay poum rete lajan nouriti,direct,1,1,0,1,1,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
230,276,"Good evening to the staff of Radio Nirvana. We have someone who is living ( sleeping ) on the streets of Port-au-Prince who needs help to go to Cap-Haitien, he doesn't. ..","Bonswa atout estaf Radyo Nirvana-a. se yon moun ke nou genyen kap demi nan lari potoprens nan moman kriz sa-a, ki andifikilte poul vini isit okap, li pa",direct,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
231,277,"We do not have any money to pay for a bus, we are not people from the North, we do not know where to go and we already lost many at this present moment, In this case what do we do?","gen lajan poul peye bis, li pa moun nan n, li pap konnen ki kote poul f le li rive isit okap, enou deja pedi plizy nan moman-an. Nan ka sa-a Kman nou",direct,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
232,278,Hello carrefour truitier road jasmin villa B # 32 needs - incomplete,Hello! Bon soir.  carefour route truitier villa jasmin B #132 a be,direct,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
233,279,"they are in a area near a mountain hungry, sick their is no water please remember us",Nou nan zon kadera b ansey aquobois sou yon min nou grangou nap demi nan seren nou malad nou pa gen dlo svp panse ak nou nou o nonb de 200 se vwa popila,direct,1,1,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
234,280,I come back and nothing is the same my clothes are not there for me to put on,tounen ak anyen menm rad mwen pa gen pou mwen mete.,direct,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
235,281,"Send cards ( airtime, calling cards ) for Digicel clients",Voy cat pou clyen digicel,direct,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
236,282,Fontamara 43 Polish church body of christ people in need please advise,Fontamara 43p polonge leglise corp de christ ya des personns kibesoin,direct,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
237,283,We need food and water at Croix des bouquets and Noailles.,Gen noailles croix des bouquets bo kote mormon an ak kmep fleryo ki bzwen dlo ak manje,direct,1,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
238,284,"Digicel, please put some credit on our phones",Digicel voye ti cat pou clyen an yo,direct,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
239,289,I'd like to know if there are buses taking people to Les Cayes for free.,Mwen ta renmen konnen eske gen bus ki mennen moun okay gratis?,direct,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
240,290,"Good evening. Please We need help in Delma 16, number 27. We don't have water, nor food. We don't have tents. Thank you for your understanding!","Bonswa s. v. p nou bezwen ed delma 16 nimewo 27 nou pa gen dlo, nou pa gen manje nou pa gen tant mesi pou konperansyon nou.",direct,1,1,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1
241,291,"Come help us because we do not have enough water and food. We are in delmas 16, 27","Vini nou an ed paske nou pa gen tant dlo ak manje. nan delma 16, 27",direct,1,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
242,292,Good afternoon. We live Dubois ( at the top of mountain Saint Antoine ). Hunger is Killing us!. WE NEED HELP!,Bonswa. Se abitan Dibwa ( anwo nan min saint Antoine ) la fen ap fin touye nou. Nou bezwen ed.,direct,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
243,293,The manager of digicel phone compagny sent out phone cards for his clients,Patron digicel voye ti cat pou clyen yo,direct,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
244,294,Good morning and good evening. I would like for their be radio announcement about the diaster. everything is in the streets and piling up.,Bonjou e bonswa lavwadmrik m. Ta renmen nou ta fe menm yon emsyon sou desantralizasyon paske tout bagay gonfle proprens se youn nan koz ki fe tout moun,direct,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
245,295,survivors at lalue near olympic market,Survivants a office needs lalue a cote dolympic market,direct,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
246,296,"Us, the people of Matye 3, in the Grand rivye seksyon Leoganne, we are waiting for the help that they are bringing to us patiently cause we can't wait anymore",Nou menm mounn matye 3me seksion gran riviy leogann nap tout yap pote pou nou yo paske nou preske paka sipte anko,direct,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
247,298,"I want to make a call, I can't, there is a crowd of my relatives and I cannot hear, do me a favor please",Mwen anvi fe yon apel mwen pakapab gen yon bann fanmi mwen m pa tande fem fave mesi,direct,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
248,299,"People don't have no food neither, they would need to find some hot plates of food till they can",MOUN YO PA GEN MANJE TOU FK YO TA JWEN KEK PLA CHO ANNA TANDAN YO,direct,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
249,301,"their is someone that left their home and never remembered to call their family, they will never know what happen","u lye a ki ala kanpay la gen yen ed koman yap f jwenn yo moun sa a kite kite lakay li ki pat janm songe rele fanmi w e kipa gen den, moun sa a vin gen",direct,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
250,302,"their is alot of problems, their is no money for the people",yen lot problem li pa gen gaden li pa la jan koman nap ede moun yo.,direct,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
251,303,We need help. We are a Seguineau road at the corner of nazon and bertholy. We really need water.,Nous avons besoind aide rlle seguineau nazon angle rue bartholy sutou de leau potabl,direct,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
252,304,"my friend i have heard nothing again. i have a lot of problems. what u give i'll take I am in Jeremi, i want u to help me",MEZANMI M PA KA DI ANYEN ANKO M GEN ANPIL PROBLEM SA NOU BANMWEN MAP PRAN SE JEREMI MWEN YE M TA VLE POU NOU EDEM,direct,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1
253,306,"Their is silence no bus 65. I hv no food, water and alot of other things. Please come","Mwen se Ons Jean Pirre mwen abite fontamara 43 rue Anacron, impasse silence no 65 bis nou pa genyen manje, dlo ak anpil lot bagay ank. Tampri vini e",direct,1,1,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
254,307,"We are more than 50 people sleeping on the street. Please help us find tent, food.","nou nan yon lakou 200/100 nou yon 50n mounn kap dormi a la bl etoil. S. v. p fe nou jwen kek plela, tant, lamanjay, men no cont frantz sainthilaire 2010",direct,1,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
255,308,"i need water, 27 bertin street, Carrefour","j ai besoin d eau 27 bertin, Carrefour",direct,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
256,309,How can we help the victims at Les Cayes?,COMMENT POUVONS-NOUS AIDER LES PERSONNES DEMENUES AUX CAYES.,direct,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
257,310,I need water in Carrefour- Bertin,J AI BESOIN D EAU BERTIN CARREFOUR,direct,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
258,311,"Please do everything that is possible, thanks. god bless you",tous ceux qui est possible nous merci. Que Dieu vous benisse !,direct,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
259,312,The town of Les Cayes needs food items to assure. . ( MESSAGE INCOMPLETE ),La ville des CAYES A BESOIN DES PRODUITS ALIMENTAIRES POUR ASSURER,direct,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
260,313,aid should reach the victims outside the city of p-au-p. we are in Gonaives when u get this message,Aide dwe rive jwenn moum ki viktime yo ki nan pwovins. Depi gonaives nou f jwen mesaj sa a,direct,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
261,315,sos water and food. need to find where this adress is located. ..,"S. O. S EAU ET NOURRITURE. IMPASSE RIGAL, RUE SICOT, CARREFOUR-FEUILLES",direct,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
262,316,We need help please. .. call us,We need help please. .. call us,direct,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
263,317,We haven't gotten help like water and food. Chiefs of the National Television,"s pas trouv l, aide comme : eau, food. les chefs de la tlvision natio",direct,1,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
264,318,overpopulation in the city of cay. there is no security in this city. The cost of goods is risings. the people of cayes are overwhelmed.,Surpopulation dans la ville des Cayes. Pas de scurite dans Cette ville. Augmentation des produits sur le march. Les gens des CAYES sont dans leurs petit s,direct,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
265,319,.. for the vehicules that must bring back limbeense and bas-limbeense. thanks for helping them. Notes.. follow up from other message Sebastien,nce pour les vehicules qui doiventrapatrier limbeens et bas-limbeens. Merci de leur venir en aide,direct,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
266,320,"so i am asking you to help us becuase there is people that are dying from hunger and thirst at the THN, there was a truck full of big boxes that.. ","alors je vous demande de nous aider parce qu, il y a des gens qui crvent de faim et de soif a la TNH, il y avait un camion plein de grosses boite que les",direct,1,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
267,321,They have brought something today but the heads of the National Television took all of them for their family members. They had not done a fair distribution. Please help us. THanks.,"blancs ont apport aujourd, hui, mais les chefs 2 laTNH ont tout tax pour leur famille, ils n, ont pas fait la distribution, je compte sur votre aide merci.",direct,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
268,322,Please save me! I am in Section Grand Riviere Leogane. I have one who already has a fever and non-stop diarrhea. I haven't found a hospital that can help me!,Mezanmi sovem mwen seksiyon gran riviy leogann matye mwen gen you ki gentan gen you fyv ak you dyare san rete mwen pa jwen lopital kika edem nan sa kouniye ya,direct,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
